REGION,COUNCIL,WARD,SCHOOL NAME,SCHOOL OWNERSHIP,SCHOOL REG. NUMBER,< 12 years-M,< 12 years-F,12 years-M,12 years-F,13 years-M,13 years-F,14 years-M,14 years-F,15 years-M,15 years-F,16 years-M,16 years-F,17 years-M,17 years-F,18 years-M,18 years-F,19 years-M,19 years-F,> 19 years-M,> 19 years-F,Total-M,Total-F,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR
DODOMA,KONGWA,NGOMAI,NGOMAI,GOVERNMENT,S.2474,0,0,0,0,7,7,46,50,49,86,40,57,35,36,23,9,11,0,3,0,214,245,7,4,7,4,42,42
DODOMA,KONGWA,NJOGE,HEMBAHEMBA,GOVERNMENT,S.2475,0,0,1,0,9,18,26,23,29,51,26,37,26,25,12,7,1,1,2,0,132,162,12,3,12,3,20,20
DODOMA,KONGWA,PANDAMBILI,PANDAMBILI,GOVERNMENT,S.1564,0,0,0,0,12,17,53,82,88,107,69,89,66,43,65,25,20,2,6,0,379,365,12,6,12,6,41,41
DODOMA,KONGWA,SAGARA,LAIKALA,GOVERNMENT,S.3600,0,0,0,0,0,0,2,7,22,31,29,39,11,23,17,13,13,11,7,0,101,124,11,5,11,5,14,14
DODOMA,KONGWA,SAGARA,SAGARA,GOVERNMENT,S.1956,0,0,0,0,0,0,3,14,23,35,49,49,55,46,65,36,17,14,21,0,233,194,8,3,8,3,39,39
DODOMA,KONGWA,SEJELI,SEJELI,GOVERNMENT,S.1563,0,0,0,0,1,1,19,36,58,85,92,91,66,98,52,31,21,16,4,0,313,358,17,10,17,10,25,25
DODOMA,KONGWA,SONGAMBELE,SONGAMBELE KILIMANI,GOVERNMENT,S.2476,0,0,1,4,11,36,54,77,62,71,67,50,37,33,16,10,9,0,2,0,259,281,8,7,8,7,36,36
DODOMA,KONGWA,UGOGONI,IBWAGA,GOVERNMENT,S.3601,0,0,0,0,3,5,7,22,18,39,32,35,31,45,23,16,10,45,0,54,124,261,11,7,11,7,21,21
DODOMA,KONGWA,UGOGONI,MUMI,GOVERNMENT,S.1957,0,0,0,0,0,0,14,20,39,56,46,55,42,23,28,15,9,3,5,2,183,174,15,7,15,7,16,16
DODOMA,KONGWA,ZOISSA,MANG'HAILA,GOVERNMENT,S.2477,0,0,0,0,1,3,19,24,33,51,49,48,38,40,26,15,13,9,9,3,188,193,7,4,7,4,35,35
DODOMA,MPWAPWA,BEREGE,BEREGE,GOVERNMENT,S.1573,0,0,0,0,0,12,58,110,65,107,31,49,46,39,45,3,142,0,8,0,395,320,18,1,18,1,38,38
DODOMA,MPWAPWA,CHIPOGORO,CHIPOGORO,GOVERNMENT,S.2439,0,0,0,0,1,9,15,21,48,49,49,45,27,37,12,6,7,3,0,0,159,170,11,3,11,3,24,24
DODOMA,MPWAPWA,CHUNYU,CHUNYU,GOVERNMENT,S.1569,0,0,0,0,8,12,22,24,30,52,39,39,45,37,33,28,4,2,5,0,186,194,9,3,9,3,32,32
DODOMA,MPWAPWA,GODEGODE,GODEGODE,GOVERNMENT,S.1568,0,0,0,0,1,4,10,20,39,42,37,52,36,16,16,11,6,1,3,0,148,146,7,5,7,5,25,25
DODOMA,MPWAPWA,IPERA,IPERA,GOVERNMENT,S.1566,0,0,0,0,5,9,25,75,83,115,75,64,60,41,32,14,18,2,1,0,299,320,12,1,12,1,48,48
DODOMA,MPWAPWA,KIBAKWE,KIBAKWE,GOVERNMENT,S.374,0,0,1,0,10,28,53,108,94,114,114,119,93,91,66,79,16,148,2,60,449,747,19,11,19,11,40,40
DODOMA,MPWAPWA,LUHUNDWA,IKUYU,GOVERNMENT,S.3603,0,0,0,0,1,4,16,40,54,101,40,34,49,33,12,17,10,9,2,1,184,239,8,4,8,4,35,35
DODOMA,MPWAPWA,LUHUNDWA,LUHUNDWA,GOVERNMENT,S.1948,0,0,0,0,14,20,38,60,76,66,31,38,15,21,6,8,7,0,0,0,187,213,11,1,11,1,33,33
DODOMA,MPWAPWA,LUPETA,KIMAGHAI,GOVERNMENT,S.1950,0,0,0,0,0,5,12,33,49,77,69,73,48,76,17,23,6,13,0,2,201,302,15,5,15,5,25,25
DODOMA,MPWAPWA,MASSA,MASSA,GOVERNMENT,S.1980,0,0,0,0,2,4,27,36,51,61,43,54,32,27,26,25,18,4,7,1,206,212,10,2,8,2,35,42
DODOMA,MPWAPWA,MATOMONDO,MATOMONDO,GOVERNMENT,S.1572,0,0,0,0,3,6,18,31,39,64,47,58,38,39,34,9,12,2,0,0,191,209,7,3,7,3,40,40
DODOMA,MPWAPWA,MAZAE,MADANYA NEW VISION,NON-GOVERNMENT,S.2232,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,3,10,3,5,2,5,2,2,2
DODOMA,MPWAPWA,MAZAE,MAZAE,GOVERNMENT,S.2505,0,0,0,0,0,11,0,49,0,131,0,55,0,45,0,21,0,52,0,128,0,492,14,10,14,10,21,21
DODOMA,MPWAPWA,MAZAE,QUEEN ESTHER GIRLS',NON-GOVERNMENT,S.4666,0,0,0,0,0,1,0,4,0,10,0,15,0,30,0,7,0,2,0,0,0,69,9,2,9,2,6,6
DODOMA,MPWAPWA,MBUGA,MBUGA,GOVERNMENT,S.2440,0,0,0,0,2,5,27,45,48,60,43,67,46,45,21,7,3,0,0,0,190,229,13,5,11,5,23,26
DODOMA,MPWAPWA,MIMA,MIMA,GOVERNMENT,S.1567,0,0,0,2,2,11,16,41,42,46,57,63,64,49,29,19,15,2,10,0,235,233,7,4,7,4,43,43
DODOMA,MPWAPWA,MLUNDUZI,CHINYIKA,GOVERNMENT,S.2438,0,0,0,0,1,5,18,44,40,49,23,26,16,17,17,4,0,0,0,0,115,145,9,2,9,2,24,24
DODOMA,MPWAPWA,MPWAPWA MJINI,IHALA,GOVERNMENT,S.1188,0,0,0,0,8,12,41,55,59,52,83,60,68,47,31,15,17,3,2,0,309,244,11,11,11,11,25,25
DODOMA,MPWAPWA,MPWAPWA MJINI,MOUNT IGOVU,GOVERNMENT,S.1949,0,0,0,1,29,33,55,71,47,89,75,82,65,35,37,5,8,0,0,0,316,316,12,8,12,8,32,32
DODOMA,MPWAPWA,MPWAPWA MJINI,MPWAPWA,GOVERNMENT,S.6,0,0,0,0,5,0,16,0,39,0,43,0,81,1,51,10,112,45,77,28,424,84,29,10,29,10,13,13
DODOMA,MPWAPWA,MPWAPWA MJINI,MWANAKIANGA,GOVERNMENT,S.2506,0,0,0,0,14,10,46,17,77,49,81,46,77,31,37,8,5,4,5,0,342,165,1,0,1,0,507,507
DODOMA,MPWAPWA,MTERA,MTERA DAM,GOVERNMENT,S.1571,0,0,0,0,0,0,22,50,73,86,48,47,26,17,22,15,17,13,2,1,210,229,13,3,13,3,27,27
DODOMA,MPWAPWA,PWAGA,PWAGA,GOVERNMENT,S.1570,0,0,0,0,0,0,37,21,57,72,91,120,77,76,48,37,47,37,7,11,364,374,15,7,15,7,34,34
DODOMA,MPWAPWA,RUDI,RUDI,GOVERNMENT,S.971,0,0,0,0,4,2,31,46,27,45,40,36,38,34,21,1,10,0,5,0,176,164,9,3,7,3,28,34
DODOMA,MPWAPWA,VING'HAWE,VING'HAWE,GOVERNMENT,S.1951,0,0,0,0,3,21,45,34,74,89,67,64,57,26,24,30,10,6,0,0,280,270,7,10,7,10,32,32
DODOMA,MPWAPWA,WOTTA,WOTTA,GOVERNMENT,S.833,0,0,0,0,2,8,40,47,64,112,76,79,48,51,31,41,22,15,7,2,290,355,13,2,13,2,43,43
GEITA,BUKOMBE,BUGELENGA,IYOGELO,GOVERNMENT,S.2313,0,0,0,0,0,0,6,9,14,24,26,34,35,31,18,28,34,21,27,6,160,153,30,1,30,1,10,10
GEITA,BUKOMBE,BUKOMBE,BUKOMBE,GOVERNMENT,S.2262,0,0,0,0,0,0,3,11,28,62,57,55,55,53,48,42,29,15,15,2,235,240,18,8,18,8,18,18
GEITA,BUKOMBE,BULANGWA,EMINK,NON-GOVERNMENT,S.4994,0,0,0,0,0,3,7,10,28,10,14,11,7,4,0,0,0,0,0,0,56,38,8,1,8,1,10,10
GEITA,BUKOMBE,BULANGWA,USHIROMBO,GOVERNMENT,S.816,0,0,0,1,3,10,43,76,110,157,161,195,185,204,141,125,123,60,52,12,818,840,37,27,37,27,26,26
GEITA,BUKOMBE,BUSONZO,BUSONZO,GOVERNMENT,S.5128,0,0,0,0,0,0,1,0,22,14,22,30,20,16,6,4,7,1,2,0,80,65,4,1,4,1,29,29
GEITA,BUKOMBE,BUTINZYA,BUTINZYA,GOVERNMENT,S.2636,0,0,0,0,0,0,6,18,22,42,60,65,62,57,66,60,68,25,33,9,317,276,23,6,23,6,20,20
GEITA,BUKOMBE,IGULWA,GOLDLAND,NON-GOVERNMENT,S.3575,0,0,0,0,0,1,1,1,6,4,2,6,9,10,15,14,10,15,10,7,53,58,9,1,9,1,11,11
GEITA,BUKOMBE,IGULWA,QUEEN OF APOSTLE USHIROMBO SEMINARI,NON-GOVERNMENT,S.1814,0,0,0,0,7,0,25,0,27,0,28,0,36,0,4,0,3,0,0,0,130,0,11,1,11,1,11,11
GEITA,BUKOMBE,IYOGELO,BUSONGE,GOVERNMENT,S.4777,0,0,0,0,0,0,2,7,19,23,32,39,39,51,25,33,28,2,8,3,153,158,18,2,18,2,16,16
GEITA,BUKOMBE,KATENTE,KATENTE,GOVERNMENT,S.3224,0,0,1,0,3,4,23,50,112,133,112,147,135,144,90,62,85,60,47,25,608,625,45,23,45,23,18,18
GEITA,BUKOMBE,LYAMBAMGONGO,LYAMBAMGONGO,GOVERNMENT,S.3997,0,0,0,0,4,1,9,19,25,42,33,64,53,39,32,25,12,9,8,1,176,200,19,6,19,6,15,15
GEITA,BUKOMBE,NAMONGE,NAMONGE,GOVERNMENT,S.2634,0,0,0,0,1,1,31,37,43,67,79,90,144,138,123,71,75,39,51,14,547,457,23,4,23,4,37,37
GEITA,BUKOMBE,NG'ANZO,BULEGA,GOVERNMENT,S.2637,0,0,0,0,0,0,7,8,51,37,76,83,86,65,57,43,76,43,54,9,407,288,24,5,24,5,24,24
GEITA,BUKOMBE,RUNZEWE MAGHARIBI,MUSASA,GOVERNMENT,S.3999,0,0,0,0,1,0,6,13,30,38,48,59,71,70,52,36,46,31,21,17,275,264,30,10,30,10,13,13
GEITA,BUKOMBE,RUNZEWE MASHARIKI,MSONGA,GOVERNMENT,S.2638,0,0,0,0,0,0,36,34,33,49,65,56,102,65,51,28,54,22,26,10,367,264,21,6,21,6,23,23
GEITA,BUKOMBE,USHIROMBO,BUSINDA,GOVERNMENT,S.4776,0,0,0,1,7,10,30,67,82,125,143,156,150,154,103,44,70,33,17,5,602,595,27,25,27,25,23,23
GEITA,BUKOMBE,UYOVU,RUNZEWE,GOVERNMENT,S.521,0,0,0,1,6,4,37,48,89,151,190,204,201,199,148,73,125,46,260,2,1056,728,34,17,34,17,35,35
GEITA,BUKOMBE,UYOVU,UYOVU,GOVERNMENT,S.2937,0,0,0,0,1,1,23,30,46,73,85,86,107,106,126,85,103,34,59,29,550,444,40,17,40,17,17,17
GEITA,CHATO,BUKOME,BUZIRAYOMBO,GOVERNMENT,S.1896,0,0,0,0,2,1,8,12,23,28,57,83,87,69,70,49,67,30,47,16,361,288,14,4,14,4,36,36
GEITA,CHATO,BUSERESERE,BUSERESERE,GOVERNMENT,S.873,9,11,50,50,30,62,108,99,196,150,153,168,119,203,171,105,134,71,15,8,985,927,32,19,32,19,37,37
GEITA,CHATO,BUSERESERE,MAGS,NON-GOVERNMENT,S.5108,0,0,0,0,3,0,3,2,2,1,2,0,1,1,0,2,1,0,0,0,12,6,5,2,5,2,3,3
GEITA,CHATO,BUTENGO RUMASA,BUTENGORUMASA,GOVERNMENT,S.4038,0,0,0,0,0,0,21,18,53,72,74,83,79,42,41,15,5,0,0,0,273,230,18,2,18,2,25,25
GEITA,CHATO,BUZIKU,SUMAYE-BUZIKU,GOVERNMENT,S.954,0,0,0,1,4,16,32,78,95,101,113,95,88,70,66,28,29,5,6,1,433,395,18,6,18,6,35,35
GEITA,CHATO,BWANGA,BWANGA,GOVERNMENT,S.3019,0,0,3,1,9,9,28,93,109,112,188,180,167,114,156,63,71,14,31,8,762,594,24,11,24,11,39,39
GEITA,CHATO,BWANGA,MAGUFULI,GOVERNMENT,S.4289,0,0,0,0,0,0,0,0,0,0,0,,0,0,20,0,60,0,247,0,327,0,12,4,12,4,20,20
GEITA,CHATO,BWERA,BWERA,GOVERNMENT,S.3020,0,0,0,0,0,0,4,6,30,51,66,71,63,51,34,41,27,11,5,3,229,234,17,3,16,3,23,24
GEITA,CHATO,BWINA,BWINA,GOVERNMENT,S.4291,0,0,0,0,1,1,21,38,55,47,29,53,47,39,30,28,21,17,10,0,214,223,12,4,12,4,27,27
GEITA,CHATO,BWONGERA,BWONGERA,GOVERNMENT,S.3772,0,0,1,0,0,5,15,10,27,33,66,53,85,67,65,47,26,14,29,4,314,233,18,2,18,2,27,27
GEITA,CHATO,CHATO,CHATO,GOVERNMENT,S.473,2,4,0,5,8,9,53,57,129,119,140,147,181,155,100,57,125,47,258,0,996,600,24,21,24,21,35,35
GEITA,CHATO,CHATO,EMAU BOYS,NON-GOVERNMENT,S.5016,0,0,0,1,3,4,18,9,8,1,9,5,5,0,3,0,1,0,0,0,47,20,10,1,10,1,6,6
GEITA,CHATO,CHATO,EMAU GIRLS,NON-GOVERNMENT,S.4884,0,0,0,2,0,3,2,7,2,17,3,27,3,19,1,16,3,9,0,7,14,107,12,2,9,2,9,11
GEITA,CHATO,ICHWANKIMA,ICHWANKIMA,GOVERNMENT,S.3022,0,0,0,0,0,3,10,8,15,12,38,44,19,27,26,31,14,12,6,3,128,140,13,2,13,2,18,18
GEITA,CHATO,ILEMELA,ILEMELA,GOVERNMENT,S.2108,0,0,2,1,4,7,16,23,35,35,43,46,52,52,38,21,18,5,3,4,211,194,12,2,12,2,29,29
GEITA,CHATO,ILYAMCHELE,ILYAMCHELE,GOVERNMENT,S.4931,0,0,0,0,0,1,4,3,11,7,20,20,30,20,30,24,30,12,7,2,132,89,7,3,7,3,22,22
GEITA,CHATO,IPARAMASA,IPARAMASA,GOVERNMENT,S.3487,0,0,4,3,8,6,18,25,35,51,86,82,54,65,83,48,37,16,16,4,341,300,14,1,14,1,43,43
GEITA,CHATO,IPARAMASA,MNEKEZI,GOVERNMENT,S.3773,0,0,0,1,3,0,18,14,23,38,27,37,58,22,39,24,4,3,3,0,175,139,11,2,11,2,24,24
GEITA,CHATO,KACHWAMBA,BUHINGO CHATO,GOVERNMENT,S.4571,0,0,0,0,0,0,3,8,25,35,32,49,32,29,32,12,4,1,0,0,128,134,7,3,7,3,26,26
GEITA,CHATO,KASENGA,KACHWAMBA,GOVERNMENT,S.3023,0,0,2,1,15,18,13,16,42,42,58,47,69,44,39,43,38,12,13,3,289,226,8,3,8,3,47,47
GEITA,CHATO,KATENDE,KATENDE,GOVERNMENT,S.1129,0,0,0,0,1,2,2,10,12,17,27,31,16,15,22,17,16,4,3,0,99,96,8,5,8,5,15,15
GEITA,CHATO,KIGONGO,KIGONGO,GOVERNMENT,S.3021,0,0,0,0,4,14,25,19,176,122,139,128,110,80,99,78,59,5,20,0,632,446,26,8,26,8,32,32
GEITA,CHATO,MAKURUGUSI,MAKURUGUSI,GOVERNMENT,S.2107,0,0,0,0,5,7,28,26,64,49,97,86,90,74,81,47,43,12,28,6,436,307,12,2,12,2,53,53
GEITA,CHATO,MINKOTO,MUJUMUZI,NON-GOVERNMENT,S.5547,0,0,0,0,5,7,8,5,20,30,30,37,24,20,14,3,0,0,0,0,101,102,8,2,8,2,20,20
GEITA,CHATO,MUGANZA,ZAKIA MEGHJI,GOVERNMENT,S.1128,0,0,1,2,37,42,84,118,158,191,175,167,174,157,129,121,102,62,25,11,885,871,22,8,22,8,59,59
GEITA,CHATO,MUUNGANO,JIKOMBOE,GOVERNMENT,S.4290,0,0,0,0,0,0,0,0,0,0,0,,0,4,0,54,0,98,0,109,0,265,12,9,12,9,13,13
GEITA,CHATO,MUUNGANO,PARADISE,NON-GOVERNMENT,S.5106,0,0,1,1,0,1,6,8,4,4,1,5,4,5,3,3,0,0,0,0,19,27,6,1,6,1,7,7
GEITA,CHATO,MUUNGANO,WEMA,GOVERNMENT,S.3530,0,0,0,0,6,14,27,31,71,93,99,103,107,98,82,63,51,12,14,4,457,418,12,17,12,17,30,30
GEITA,CHATO,NYAMIREMBE,NYAMIREMBE,GOVERNMENT,S.831,0,0,0,0,0,3,23,42,51,66,124,84,91,76,77,48,45,17,15,4,426,340,14,7,14,7,36,36
GEITA,CHATO,NYARUTEMBO,NYARUTEMBO,GOVERNMENT,S.3488,0,0,0,0,2,4,21,27,48,38,70,77,71,50,42,33,28,9,9,0,291,238,12,3,12,3,35,35
GEITA,GEITA,BUGALAMA,BUGALAMA,GOVERNMENT,S.4032,0,0,0,0,13,11,26,41,47,37,42,50,66,39,30,30,13,2,0,0,237,210,15,2,15,2,26,26
GEITA,GEITA,BUGULULA,KAGU,GOVERNMENT,S.1421,0,0,1,1,49,82,117,135,84,76,74,28,39,38,31,22,11,4,4,1,410,387,19,7,19,7,31,31
GEITA,GEITA,BUJULA,BUJULA,GOVERNMENT,S.4670,0,0,0,0,1,0,4,11,31,50,72,80,52,40,17,16,7,2,0,0,184,199,16,2,16,2,21,21
GEITA,GEITA,BUKOLI,BUKOLI,GOVERNMENT,S.620,0,0,0,0,0,0,10,16,38,62,84,92,108,98,94,84,71,49,46,8,451,409,18,9,18,9,32,32
GEITA,GEITA,BUKONDO,BUKONDO,GOVERNMENT,S.1943,0,0,0,0,7,8,28,34,54,99,103,93,76,57,127,41,37,48,5,3,437,383,18,3,15,3,39,46
GEITA,GEITA,BUSANDA,BUSANDA,GOVERNMENT,S.1471,0,0,0,0,0,0,5,10,57,67,115,110,68,58,55,37,47,13,10,1,357,296,13,3,13,3,41,41
GEITA,GEITA,BUTOBELA,BUTOBELA,GOVERNMENT,S.4124,0,0,0,0,4,0,6,21,41,53,48,55,33,26,35,7,26,30,12,10,205,202,15,1,15,1,25,25
GEITA,GEITA,BUTUNDWE,BUSANZU,GOVERNMENT,S.5210,0,0,0,0,0,0,45,31,8,11,12,9,2,3,2,2,2,0,0,0,71,56,4,1,4,1,25,25
GEITA,GEITA,CHIGUNGA,CHIGUNGA,GOVERNMENT,S.1473,0,0,0,1,3,1,11,6,50,38,86,60,118,110,81,79,80,42,34,7,463,344,18,3,18,3,38,38
GEITA,GEITA,ISULWABUTUNDWE,LUBANGA,GOVERNMENT,S.1418,0,0,0,0,3,1,24,31,39,71,49,61,64,39,38,10,5,0,1,0,223,213,15,3,15,3,24,24
GEITA,GEITA,KAGU,LWEMO,GOVERNMENT,S.4214,0,0,0,0,13,12,59,48,158,158,152,162,157,94,78,73,80,40,14,0,711,587,15,7,15,7,59,59
GEITA,GEITA,KAKUBILO,KAKUBILO,GOVERNMENT,S.4644,0,0,0,0,32,42,99,110,182,146,97,90,83,58,67,29,23,12,11,4,594,491,19,5,19,5,45,45
GEITA,GEITA,KAMENA,KAMENA,GOVERNMENT,S.1168,0,0,0,0,2,4,37,30,47,117,136,86,113,113,91,102,54,21,7,2,487,475,16,8,15,8,40,42
GEITA,GEITA,KAMHANGA,KAMHANGA,GOVERNMENT,S.1169,0,0,0,0,0,2,21,33,41,49,79,31,51,34,26,32,29,20,47,21,294,222,14,6,14,6,26,26
GEITA,GEITA,KASEME,KASEME,GOVERNMENT,S.1468,0,0,0,0,2,4,65,83,112,117,91,117,135,121,50,33,31,15,3,0,489,490,23,8,22,8,32,33
GEITA,GEITA,KATORO,KATORO,GOVERNMENT,S.1172,0,0,2,0,20,36,89,83,148,212,251,301,310,315,249,208,175,89,58,22,1302,1266,52,20,52,20,36,36
GEITA,GEITA,KATORO,LUTOZO,GOVERNMENT,S.4815,0,0,0,0,29,24,68,79,151,155,232,291,235,176,139,46,17,16,9,11,880,798,23,18,22,18,41,42
GEITA,GEITA,LUBANGA,NYANKONGOCHORO,GOVERNMENT,S.4816,0,0,0,0,1,1,2,10,24,49,42,65,50,72,53,33,36,22,19,2,227,254,14,1,14,1,32,32
GEITA,GEITA,LUDETE,KILIMAHEWA,GOVERNMENT,S.5208,0,0,0,0,28,34,79,85,68,79,13,6,3,2,0,0,0,0,0,0,191,206,6,5,6,5,36,36
GEITA,GEITA,LUDETE,LUDETE,GOVERNMENT,S.5209,0,0,0,0,11,5,18,34,24,30,74,65,14,13,11,5,0,0,0,0,152,152,8,4,8,4,25,25
GEITA,GEITA,LWAMGASA,ISINGILO,GOVERNMENT,S.5211,0,0,0,0,23,31,92,89,26,25,0,,0,0,0,0,0,0,0,0,141,145,5,0,5,0,57,57
GEITA,GEITA,LWAMGASA,LWAMGASA,GOVERNMENT,S.1469,0,1,2,10,33,44,45,57,66,101,94,107,136,74,67,40,34,4,2,0,479,438,14,3,14,3,54,54
GEITA,GEITA,LWENZERA,LWEZERA,GOVERNMENT,S.4814,0,0,0,0,1,1,4,5,28,38,112,100,110,92,76,53,60,15,12,3,403,307,15,4,14,4,37,39
GEITA,GEITA,NKOME,MHARAMBA,GOVERNMENT,S.5207,0,0,0,0,0,15,26,24,59,64,58,30,19,9,5,0,0,0,0,0,167,142,8,3,8,3,28,28
GEITA,GEITA,NKOME,NKOME,GOVERNMENT,S.1422,0,0,0,1,6,16,39,48,126,109,180,209,184,163,116,54,88,16,22,8,761,624,26,7,26,7,42,42
GEITA,GEITA,NYACHILULUMA,NYACHILULUMA,GOVERNMENT,S.1472,0,0,0,0,0,4,4,13,26,56,62,69,80,87,60,38,68,27,55,3,355,297,15,1,13,1,41,47
GEITA,GEITA,NYAKAGOMBA,BUTUNDWE,GOVERNMENT,S.849,0,0,0,0,13,6,80,54,19,27,44,67,74,77,57,56,52,44,14,4,353,335,22,5,22,5,25,25
GEITA,GEITA,NYAKAMWAGA,NYAKAMWAGA,GOVERNMENT,S.1423,0,0,0,0,1,1,1,10,26,56,61,78,67,63,52,38,73,28,12,9,293,283,16,3,16,3,30,30
GEITA,GEITA,NYAMALIMBE,NYAMALIMBE,GOVERNMENT,S.1417,0,0,0,0,9,23,34,59,48,52,87,60,42,56,40,32,42,38,2,0,304,320,17,4,16,4,30,31
GEITA,GEITA,NYAMBOGE,NYAMBOGE,GOVERNMENT,S.3194,0,1,0,0,10,12,27,43,79,69,139,95,116,82,101,33,29,2,13,0,514,337,15,4,15,4,45,45
GEITA,GEITA,NYAMIGOTA,NYAMIGOTA,GOVERNMENT,S.3190,0,0,0,0,0,0,17,25,50,68,76,87,133,136,104,94,89,42,22,7,491,459,28,20,27,20,20,20
GEITA,GEITA,NYAMWILOLELWA,NYAMWILOLELWA,GOVERNMENT,S.5219,0,0,0,0,0,1,24,19,35,49,29,20,12,11,0,0,0,0,0,0,100,100,4,0,4,0,50,50
GEITA,GEITA,NYARUGUSU,NYARUGUSU,GOVERNMENT,S.1944,0,0,0,0,31,52,97,116,186,221,153,165,137,109,100,35,42,5,6,0,752,703,25,7,25,7,45,45
GEITA,GEITA,NYARUYEYE,NYARUYEYE,GOVERNMENT,S.3193,0,0,0,0,0,0,12,14,27,30,47,34,53,56,34,24,17,7,6,0,196,165,18,2,17,2,18,19
GEITA,GEITA,NZERA,BUGANDO,GOVERNMENT,S.806,0,0,0,0,5,4,50,47,83,94,104,112,106,102,62,48,37,14,16,10,463,431,17,6,17,6,39,39
GEITA,GEITA,SENGA,SENGA,GOVERNMENT,S.1419,0,0,0,0,0,7,25,39,59,113,102,98,158,96,117,66,47,50,12,12,520,481,20,8,20,8,36,36
GEITA,GEITA TC,BOMBAMBILI,WAJA BOYS,NON-GOVERNMENT,S.4802,0,0,3,0,16,0,47,0,61,0,47,0,53,0,50,0,33,0,29,0,339,0,27,2,27,2,12,12
GEITA,GEITA TC,BOMBAMBILI,WAJA GIRLS,NON-GOVERNMENT,S.4702,0,0,0,16,0,18,0,51,0,61,0,56,0,37,0,75,0,70,0,24,0,408,26,6,26,6,13,13
GEITA,GEITA TC,BUHALAHALA,GEITA ISLAMIC SEMINARY,NON-GOVERNMENT,S.4545,0,0,0,0,0,0,1,2,6,8,4,9,7,10,3,17,9,7,7,6,37,59,8,0,6,0,12,16
GEITA,GEITA TC,BUHALAHALA,KALANGALALA,GOVERNMENT,S.480,0,0,5,14,56,76,115,138,163,189,180,165,130,116,106,51,84,22,164,3,1003,774,40,28,40,28,26,26
GEITA,GEITA TC,BUHALAHALA,MWATULOLE,GOVERNMENT,S.3192,0,0,0,0,30,50,144,220,240,261,253,151,122,126,90,70,32,9,0,0,911,887,34,24,33,24,31,32
GEITA,GEITA TC,BULELA,BULELA,GOVERNMENT,S.1470,0,0,0,1,19,13,16,12,27,39,52,46,45,50,50,25,38,35,0,0,247,221,20,3,20,3,20,20
GEITA,GEITA TC,BUNG'WANGOKO,BUNG'WANGOKO,GOVERNMENT,S.3191,0,0,0,0,0,1,7,7,10,41,33,43,40,51,30,22,34,13,3,0,157,178,20,2,20,2,15,15
GEITA,GEITA TC,IHANAMILO,IHANAMILO,GOVERNMENT,S.1453,0,0,0,0,0,8,17,61,74,148,121,164,85,134,71,89,82,71,63,18,513,693,25,4,22,4,42,46
GEITA,GEITA TC,KALANGALALA,ALOYSIUS,NON-GOVERNMENT,S.4101,0,0,1,2,3,3,17,17,23,17,19,34,38,24,12,11,5,5,5,1,123,114,10,3,10,3,18,18
GEITA,GEITA TC,KALANGALALA,GEITA,GOVERNMENT,S.170,0,0,0,5,39,132,173,230,213,210,283,262,229,201,148,90,151,41,373,8,1609,1179,46,44,46,44,31,31
GEITA,GEITA TC,KANYALA,KASAMWA,GOVERNMENT,S.1196,0,0,0,0,5,8,43,76,111,194,186,205,188,169,136,108,74,54,10,6,753,820,31,17,31,17,33,33
GEITA,GEITA TC,MTAKUJA,SHANTAMINE,GOVERNMENT,S.1474,0,0,0,0,1,9,28,41,104,110,132,155,177,169,153,115,116,80,52,9,763,688,34,10,33,9,33,35
GEITA,GEITA TC,NYANKUMBU,GEITA ADVENTIST,NON-GOVERNMENT,S.4459,0,0,4,5,69,86,75,79,73,65,32,43,51,36,23,21,14,3,0,0,341,338,30,2,30,2,21,21
GEITA,GEITA TC,NYANKUMBU,GOLDEN RIDGE,NON-GOVERNMENT,S.4174,0,0,0,0,2,4,13,16,29,52,37,53,58,51,43,23,59,22,118,31,359,252,51,8,46,8,10,11
GEITA,GEITA TC,NYANKUMBU,KIVUKONI,GOVERNMENT,S.1452,0,0,9,12,36,43,168,203,140,218,279,244,146,101,111,42,35,7,14,3,938,873,34,25,34,25,31,31
GEITA,GEITA TC,NYANKUMBU,NYANKUMBU GIRLS,GOVERNMENT,S.1942,0,0,0,9,0,63,0,152,0,158,0,148,0,79,0,98,0,122,0,139,0,968,26,24,26,24,19,19
GEITA,MBOGWE,BUKANDWE,KANEGERE,GOVERNMENT,S.3223,0,0,0,0,0,0,4,14,16,28,50,50,31,36,16,22,26,10,8,6,151,166,15,6,15,6,15,15
GEITA,MBOGWE,IKOBE,IKOBE,GOVERNMENT,S.3998,0,0,0,0,0,0,3,4,23,26,52,55,49,36,28,20,17,5,4,3,176,149,15,3,15,3,18,18
GEITA,MBOGWE,IKUNGUIGAZI,IKUNGUIGAZI,GOVERNMENT,S.4000,0,0,0,0,4,3,8,11,31,30,40,59,51,53,45,47,39,21,13,6,231,230,15,2,15,2,27,27
GEITA,MBOGWE,ILOLANGULU,ILOLANGULU,GOVERNMENT,S.2312,0,0,0,0,1,2,31,39,36,36,37,50,63,68,53,28,41,14,14,3,276,240,11,7,11,7,29,29
